text,start,end
สวัสดีครับ,12.53,13.7199375
สวัสดี เอ่อ นักลงทุนทุกท่านนะครับ,14.3099375,16.6199375
แล้วก็ เอ่อ คุณผู้ชมทุกท่านนะครับ,16.6199375,18.929937499999998
นี่ก็เป็นวัน Auxility Day ที่ผมจะรายงาน,19.38,23.16
การล่าสุดนะครับ,23.5,24.72
ซึ่งก็ล่าสุดในสินทรัพย์รอบ 2 นะครับ,25.1499375,28.0819375
 แล้วก็อัปเดตเรื่องต่างๆ ของบริษัท Interfarm มาก,28.0819375,31.2799375
ครับ,31.86,32.27
เอ๊ะ ไม่เหนื่อยเลย,34.38,35.93
อย่านะครับ ท้อที่,44.45,45.59
ก็วิชัยทัศน์ของบริษัทนะครับ,53.35,56.2
ก็เราต้องการเป็นผู้นำผลิตภัณฑ์สุขภาพแบบครบวงจรนะ,56.73,59.985
ครับทั้งของคนแล้วก็ของสัตว์จากต้นน้ำเดินตายน้ำนะครับ,59.985,63.24
ก็ขอมาปริศนาสุขภาพกับพวกองค์กรก็,63.9899375,66.79
จะพูดให้ฟังนะครับว่า ว่าเป็นอย่างไรนะครับ,67.1,69.60499999999999
แล้วก็จากส้นน้ำเป็นปลายน้ำเป็นอย่างไรนะครับ,69.60499999999999,72.10999999999999
ไว้สมัคร,73.36,74.0099375
สำหรับครบวงจรนะครับ เอ่อ เครดิตทางสุขภาพเนี่ยในใน,74.33,78.175
วิสัยทางของบริษัทก็คือว่าจะหมายความว่าตั้งแต่เอ่อ,78.175,82.02
ที่หัวพลิมิตเลยนะครับก็คือเรื่องเกี่ยวกับนวัตกรรม,82.67,85.668
นะครับ ตอนนี้งานของผมที่ทำหลักๆ ก็คือเป็นการ,85.668,88.88000000000001
ไปหานวัฏกรรมใหม่ๆ นะครับใน,89.44,91.697
การรักษาแล้วก็การป้องกันโรคนะครับ,91.697,94.18
แล้วก็ถัดมาอันนี้ก็จะเป็นเรื่องของยาซึ่งปัจจุบัน,94.81,97.744
เรามีโรงงานยา 2 โรงนะครับที่ผลิตยาที่เรียกว่า,97.744,100.495
เจินาลิกนะครับหรือ Phenocytical ที่เป็นเจินาลิก,100.495,103.429
ครับ,104.27,104.88
แล้วก็จะมีเรื่องของมูลค่าสุทธิโทรลแล้วก็,105.24,108.22
 cost based นะครับซึ่งมันเป็นตรงกลางนะครับระหว่าง,108.22,111.42999999999999
อาหารเสริมจากยานะครับที่เรียกว่าโฆษณเคสับ,111.97,115.3
แล้วก็ระหว่างเครื่องสำอางกับยาเนี่ยก็จะเรียกว่า,115.75,119.38
คอร์สเมสิกินข้าวหนึ่งได้ใช้สัมภาษณ์นะครับ,119.8999375,122.2999375
แล้วก็หมายรวมถึงเรื่องของเซตเตอร์เทลตี้ฟูด เทลตี้ดิ๊ก,123.22,126.682
นะครับ เทลตี้แฟนแอค,126.682,127.98
แล้วก็ Personal Care นี้ก็ยังอยู่ใน,128.69,131.249
สโคปที่ทางบริษัทจะดำเนินธุรกิจนะครับ,131.249,134.04
เพราะว่าผมเองก็มีความเชื่อว่า,135.3299375,137.81
กินทานสุขภาพอย่างเช่นอาหารเนี่ยอนาคตมันอาจ,138.28,140.952
จะแท็กเกิลกันตั้งแต่การที่เรารับประทานอาหาร,140.952,143.82999999999998
อาหารที่เราทานอะไรต่างๆเนี่ย,144.5499375,146.54
ก็คนเขาจะเริ่มใส่ใจเรื่องว่าอาหารที่ทำจะ,147.04,150.173
ต้องปลอดภัย แล้วก็ดีต่อสุขภาพนะครับ รวมทั้งเครื่องดื่ม,150.173,153.53
สำคัญของทางเล่นนะครับ,153.95,155.68
พูดถึง tomacidical นะครับอันนี้ก็จะเป็นตัวอย่างของยาที่,157.87,161.42
โรงงานโรงผลิตจากทั้งสองโรงงานนะครับที่สมุดประชาธิปไตย,162.0199375,165.7719375
ชื่อใบสัตย์ย่อยที่ชื่อว่าโหมดด้านฝามาก,165.7719375,168.1999375
แล้วก็โรงงานที่ชื่อ Inter-,168.78,171.125
Sarma ที่อยู่ อายุขยะนะครับ,171.125,173.47
ที่อยู่ในฟลอปประสาทคำรสชนะสอง อย่างเช่นซิมเน็ต,173.98,176.76999999999998
ก็เป็นยารถไขมัน เม็ดฟอลลินก็เป็นยาเบาหวาน,176.76999999999998,179.55999999999997
Sensing ก็คือยาแก้แพ้แบบไม่ง่วง AlloTap,180.06,182.335
 ก็เป็นยาแก้แพ้แบบไม่ง่วงอีกกลุ่มหนึ่งนะครับ,182.335,184.61
ทั้งสองกลุ่มเนี้ยก็เป็น เอ่อ ปัจจุบันแพทย์ก็จะใช้กันอยู่ด้วยครับ,185.11,188.79
ไปลบต้นก็พยายามรักษาโรคเฟลินนะครับ,189.33,191.54
ดังนั้นขวาก็จะเป็นตัวอย่างของยาที่ผลิตที่,191.89,195.39
สมมติประการนะครับปัจจุบันเนี่ยสาธิตัวเนี้ยเราก็มี,196.04,199.30499999999998
แผนนะครับในการที่จะทำให้มันเป็นโอทีซีแปลนะครับ,199.30499999999998,202.56999999999996
ที่จะเป็นยาที่ใช้กันอย่างเท่าไหร่ในร้านใช้ยา,203.17,206.74
อย่างเช่นเบลล่าพลาดเนี่ยเป็นยาสอนวันประจำบ้านนะครับ,207.19,211.09
ที่ ที่เราพึ่งประกอบ,211.67,213.3
อีกโฆษณาที่มีคนอ้างเป็นพรีเซนเตอร์นะครับ,213.6,215.97
ก็ส่วนโรงงานอายุทธยาเราก็จะผลิตที่,218.07,221.11
น่าจะเป็นยอดของคนในมิตรนะครับ,221.37,223.385
ที่เป็นกลุ่มที่เรียกว่าญาตานะครับ,223.385,225.39999999999998
ซึ่งยาต่างก็อย่างที่เคยเรียนแล้วคือหลายๆครั้งนะครับว่า,225.89,229.8
ในเมืองไทยมีโรงงานที่สามารถ,230.09,233.178
ผลิตยาตาได้ไม่กี่โลม,233.178,235.57999999999998
คิดว่าถ้าเป็นผู้ผลิตในประเทศเนี่ย,236.29,238.85999999999999
 โรงงานยุทยาน่าจะเป็นอันดับหนึ่ง,238.85999999999999,241.42999999999998
นอกนั้นก็จะเป็นสินค้านั่ง,242.02,243.29
แล้วก็ผลิตในมาตรฐานระดับโลกนะครับ,243.61,247.4899375
ที่กลุ่มนี้ก็ยังเป็นที่ทางเพวาหรือ,247.98,250.375
ทศักดิ์ญาณดับหนึ่งของอิสลาเอนะครับ,250.375,252.77
มันก็เป็นยาเจนลิก ในสัตว์ยาเจนลิกอันดับหนึ่ง,253.09,255.885
ของโลกเนี่ยเขามาจ้างเราผลิตอยู่ ผลิตยาตาต่างๆ,255.885,258.68
แต่อย่างที่เคยเห็นนะครับ เราก็จะมีแผน,259.45,261.524
ผลิตยาตาของเราเอง ซึ่งตอนนี้ก็พัฒนาอยู่,261.524,263.77
แต่ก็จะมีขั้นตอนการขึ้นในเรียนอะไรต่างๆ,264.72,267.33500000000004
 ก็คิดว่าจะล้อสัญญาตาของเราเองได้ในปี,267.33500000000004,269.95000000000005
สองพันห้าร้อยหกสิบแปดนะครับ ปี สอง,270.22,273.32
ยี่สิบห้าปี,273.69,274.61
อีก 2 ปีข้างหน้านะครับ,275.02,276.38
นี่ก็จะเป็นตัวอย่างนะครับโฆษณา เอ่อ,278.59,281.16799999999995
 ที่จริงจริงแล้วเป็นคลิปนะครับ แต่เข้าใจว่า,281.16799999999995,283.97999999999996
เปิดไม่ได้นะครับ ก็พอดีจะทรงไปเป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น,287.53,291.21999999999997
 เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น,291.21999999999997,294.90999999999997
 เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็น เป็,294.90999999999997,298.59999999999997
เราจะเห็นว่า ยาแก้ปวดในท้องตลาด,299.24,301.382
ความเย็น ปุ๊บ ยาแก้ปวดหัวนะครับ,301.382,303.31
พวกเราเนี่ยได้รับการอุณหภาพจากออย่อเนี่ย,303.9199375,306.2099375
 สามารถประทับอาการปวดได้ถึง 7 ปวดนะครับ,306.2099375,308.68993750000004
ไม่ว่าจะปวดหัว ปวดฟัน ปวดประจำ,309.05,311.57
เดือน ปวดท่อ ปวดเมื่อยจากไขวัตถ์นะครับ,311.57,314.09
ตอนนี้เราก็ยิงโฆษณาอยู่ คิดว่าหลายๆท่านคงได้เห็นเลยครับ,316.37,319.64
ตอนนี้ครับ เราก็เอาพิสดาร์ขึ้นนะครับ,321.2899375,323.89
เสียงอาจจะไม่ออกนะครับ หัวปวดประจำเดือนนะครับ,324.61,327.89
ตรวจหลังนะครับ,330.2,331.62
ปวดหัว ปวดหลัง ปวดฟัน ปวดข้อ ปวดกล้ามเนื้อ,334.96,337.195
 ปวดประจำเดือน ปวดเมื่อยจากไข้หวัดนะครับ,337.195,339.43
ปัจจุบันก็ขายอยู่ในทุกช่อง,340.04,342.243
ทางนะครับไม่ว่าเซเว่นท์ มีนิมา,342.243,344.69
เบอร์เทิร์นเทรดแล้วก็ล้างสัญญาณรูปไฟนะครับ,345.23,347.93
"เราก็คิดว่าเรากระจายได้อยู่ประมาณสัก 4,000 ล้าน",348.43,351.5
"ชานะครับ เราพยายามจะขยายพวก 10,000 ล้านชานะครับ",351.5,354.57
อันนี้เราก็ปัจจุบันเราก็เลยมีผลิตภัณฑ์,356.53,359.99699999999996
ที่เรามีพรีเซนเตอร์อยู่ 3 ตัวนะครับ,359.99699999999996,362.92999999999995
เวลาพลาก็คือคนอ้างนะครับยาสี,363.77,366.614
ฟันโปรไบโอติกของเราก็คือคุณ,366.614,369.2
อินเบลลีนะครับ,369.69,370.73
แล้วก็มีโปรแกรมชิลเว้นที่คุณ,371.03,374.11
แม้แต่พยายาม Impost แล้วต่อ,374.55,377.21
ในกลุ่มนูเช่าซูติโคลด์ เราต้องเหมือนเดิมนะครับ ผลัดเมืองทองโลก,379.79,383.80400000000003
จะมีตั้งแต่โปรแกรม ฟรีโบล วิตามินรวมต่างๆ,383.80400000000003,387.11
แล้วก็อย่างที่ท่านทราบนะครับว่า โอ้โห,389.74,393.2899375
ของเราก็ยังเป็นยอดขายอันดับหนึ่งในร้านคัญญานะครับ,393.61,396.52
แล้วในโรงพยาบาลก็เป็นอันดับหนึ่งนะครับ ใน,397.0699375,399.5599375
"แง่ของกลุ่ม 7,000 โปรไกโอติกนะครับ",399.5599375,402.0499375
เนื่องจากว่าเขาจะมีผู้ใช้กันอยู่อย่างแค่ไหน,405.4799375,409.11
สิ่งที่เราหล่อเห็นไหมครับว่าผมมี,409.6699375,412.38
ตัวสีแดงเนี่ย คือที่ว่า ระวังสินค้าปอมแล้วล่อเล่นไป,412.75,416.08
สิ่งที่กระทบกับเราค่อนข้างมากก็คือสินค้าปอมแล้วก็โลกเรียนแปลก,416.46,420.2599375
แล้วโปรแกรมเนี่ยเราก็ผมเองก็มาตั้งแต่นั้น,421.06,423.3
ว่าเวลาคุณโฟกัสกับปัจจุบันในท้องถาม,423.62,426.549
มีค่อนข้างเยอะนะครับ เราเป็นรายแรกก็จริงปัจจุบัน,426.549,429.928
เหล่านี้ก็น่าจะมีเป็นร้อยผลิตภัณฑ์เนี่ย ก็เพราะ,429.928,432.85699999999997
ว่าเราผมเองก็จะแนะนำว่าควรจะใช้ตัวที่,432.85699999999997,436.01099999999997
ค่อนข้างการแพทย์ไม่ว่าจะแพทย์เป็น,436.34,438.59999999999997
ศักดิ์สกรเนี่ยเราใช้นะครับเชื่อถือ,438.59999999999997,440.85999999999996
เราก็น่าจะเป็นแบรนด์เดียวที่,441.61,443.70500000000004
ขายอยู่ในโรงพยาบาลนะครับ,443.70500000000004,445.80000000000007
เพราะเครดิตสันนำนะครับ เครดิตสโลวัตต์ต่างๆ นะครับ,446.2899375,449.1699375
อันนี้ก็จะเป็นกลุ่ม,452.33,453.33
ที่เราสัมภาษณ์นะครับ,453.62,454.78
ก็จะส่วนใหญ่เราจะพัฒนาอยู่บนทหารของโปรเบติกนะ,456.05,459.21500000000003
ครับไม่ว่าจะยาสิทธิ์บนโปรเบติกหรือหลังหน้าโปรเบติก,459.21500000000003,462.38000000000005
แล้วก็มูสสำหรับล้างซึ่งซ่อนเลนนะครับ,462.86,466.12
ก็เป็นแผ่นด้ายแบบที่ชื่อว่า TSO มูส ยูมูส,466.45,469.7
แล้วก็ YouTube Test นะครับ,470.26,471.76
วันนี้ก็อยากเสียวัน แต่วัน,473.14,475.18
เราครบ 60 เป็นแปลงเดียวที่เรา,475.18,477.22
อันนี้ก็ต้องได้รู้ว่าจะเอายอ,478.02,480.655
นะครับว่าครบจบในหลอดเดียวนะครับ,480.655,483.28999999999996
สิ่งของโลกแข่งสืบบูรณาการแปดประโยชน์นะครับ,483.57,486.37
ก็ได้ทุกๆ ด้านนะครับ ไม่ว่า,486.99,489.752
จะฟันขาว กลิ่นปากนะครับ รสชาติพัก,489.752,492.82
รสชาติผิดปูเนื้อหักอะไรต่างๆ,493.17,495.33
จริงๆแล้วในแง่ของการวิจัยเนี่ยใน,495.7,498.27
แง่ของ Paper Application ต่างๆเนี่ย,498.27,500.84
แนวโน้มนะครับถ้าเราถามทันตแพทย์เนี่ยก็จะมี,501.41,504.235
บทบาทกับการใช้โปรเจกต์เนี่ยเป็นระยะสิบวัน,504.235,507.06
มักขึ้นเรื่อยๆ นะครับ,507.34,508.54
แล้วก็อยากจะเรียนว่าจริงๆแล้วสูตรของเราเนี่ยเป็นสูตรที่ดีๆเอา,510.7299375,514.12
พอนะครับ เราใส่สารฉับฟันไม่มาก รสชาติอ่อนโยง,514.6699375,517.6309375
ก็สร้างสมดุลของแบคทีเรียนะครับในช่องปลั๊ก,517.6309375,520.3799375
"จริงๆแล้วแปรเทนีในช่องปากมีถึง 50,000 ล้านตัวนะครับ",521.14,524.94
บางครั้งก็จะเช่าคนให้ว่า เอ่อ จุดครั้ง,525.7,527.9200000000001
นู้นเนี่ยแหละเปลี่ยนทั้งเจ็ดสิบล้านตัวนะครับ,527.9200000000001,530.1400000000001
เพราะฉะนั้นก็ควรจะใช้ยาเสียความที่จะ,530.45,532.505
สร้างสมดุลของแบคทีเรียในช่องปากนะครับ,532.505,534.56
เพราะว่าช่องปากที่ดินเนี่ยเป็นพื้นฐานนะครับ ในการที่,534.99,538.15
จะมีชีวิตที่ยิ่งยาวแล้วก็ชะลอเอาไว้นะครับ,538.15,541.31
นอกจากต่อมไส้เลย,541.97,543.3
แล้วปากก็จะเป็นต้นของการรับประทานอาหาร,543.7699375,547.01
ก็ตลอดทางเดินทางหาที่ดีเนี่ย,547.62,549.7
ก็จะทำให้สุขภาพดีนะครับ,549.7,551.7800000000001
แล้วก็ตัวนี้ที่เราคิดว่าเป็นนวัตกรรมนะครับซึ่งอยู่ภายใต้,553.31,556.41
ประชาชนเชวีระหว่างอินเตอร์ฟอร์มาร์กับไทยยูเนียนนะครับ,556.41,559.51
ไทยอินเตอร์ฟาร์ม่าถึงหุ้น 51% ไทยเนี่ยถึง,559.95,562.609
หุ้น 49% นะครับชื่ออินเตอร์ฟาร์ม่า 4 ติดต้า,562.609,565.49
อันนี้เราก็หลังจากเรา เอ่อ,565.99,568.0600000000001
 ลอง ถ้าลองจราจรต่างต่างก็,568.0600000000001,570.1300000000001
ผมคิดว่าน่าจะถึงเวลาที่เราจะ,570.5299375,572.9399374999999
เริ่มทำการที่จะให้คนรู้จักแค่ไหน,572.9399374999999,575.3499374999999
เพราะมี DSA ถึง 600 อเมริกาหมด,575.99,578.24
เราก็คิดว่าตัวนี้จริงๆแล้วเป็นจังหวัดประจำมาก,578.88,581.899
นะครับผมเองก็ทานทุกวัน ให้คุณแม่ทาน ให้ลูกทานเนี่ย,581.899,585.12
เขาพบว่าจริงๆแล้ว,585.7,586.98
คือพันธมณ์ในท้องตลาดไม่มี DHA ได้,587.92,590.8249999999999
ถึงไม่เกินแค่ร้อยกว่าบริกรรมนะครับ,590.8249999999999,593.7299999999999
600 มีกรัมเนี่ยจะเทียบเท่ากับการป่าถึง เราจะ,594.22,597.099
เก็บ DHA 600 มีกรัมต้องผ่านป่าถึง 20 กิโลนะครับ,597.099,600.2
เหลืองก็มาด้วย Position 20 กิโลนะครับ,600.66,603.06
แล้วก็อย่างที่เรียนคำว่าโรงงานยุทธยาเนี่ย ตอนนี้,603.72,606.0350000000001
เราก็ทำเนี่ยปีที่แล้วนะฮะ สองพันยี่สิบสอง,606.0350000000001,608.3500000000001
แผนที่เราจะกวาดให้เป็น EU Standard นะครับ เป็น,608.82,611.4730000000001
 Standard ระดับโลกสามารถจะฝึกออกไปทั่วโลกได้,611.4730000000001,614.33
เรากำลังทำยาตานะครับซึ่งเป็นไทยหนึ่งของโลกนะครับ,614.91,617.82
เพราะปัจจุบันเดียวกันจะเป็นโรคตากันค่อนข้าง,618.31,620.5559999999999
มากนะครับไม่ว่าเด็กที่จะเป็นสายตาสั้น,620.5559999999999,622.6299999999999
คนแก่มากขึ้นก็จะมีสายตายามาก,622.92,625.235
ขึ้นมีท่อประจกมากขึ้นท่อดินมากขึ้น,625.235,627.5500000000001
อักเสบมากขึ้นนะครับ,627.82,629.29
แล้วก็นี่ครับก็คิดว่าน่าจะล้อเสียได้,630.09,632.615
นะครับในไตรมาส 4 กับปี พ.ศ. 2526 นะครับ,632.615,635.35
เพราะว่ามันจะมีกระบวนการผลิตเทคโนโลยี,636.03,638.494
 ทานเฟิร์น ขึ้นทะเบียนอะไรต่างๆ,638.494,640.2
แล้วก็เราก็มีแผนนะครับที่เราก็จะทำ,641.56,644.915
ไปสู่ยาสมุนไพรแบบโมเดิร์นนะครับแบบสมัยใหม่,644.915,648.27
แล้วก็มีแผนที่จะทำยาหม่อม ยานม,648.96,651.697
 เอ่อ ลูกอมสมุทรภัยนะครับ เนื่องจากว่าโรง,651.697,654.434
งานสมุทรประการเราได้รับอนุญาตในการผลิต,654.434,657.42
เป็นทัศนมนต์ภัยแล้วนะครับ,657.92,660.47
สมุทรไทยก็เป็นเพียงหนึ่งของโลกนะครับ,660.91,663.14
ผมคิดว่า ลูกอมเราก็เป็นลูกอมที่,663.84,666.585
มีแตกต่างกับบรรเทาอาจารย์ใครได้นะครับ,666.585,669.58
มีกายชายขาวที่ป้องกันการติดเชื้อ หรือการอักเสบได้นะครับ,670.06,673.84
แล้วก็ในแง่ของสัตว์นะครับ เป็นความสุขภาพ,675.64,678.03
แล้วก็ควบวงจรเลยครับ ตาม 3 เหรียญเลยครับ,678.03,680.42
ไม่ว่าเราจะเป็นยานะครับ,680.93,683.0749999999999
ถุงยาสำหรับน้องหมาน้องแมว,683.0749999999999,685.2199999999999
อ๋อ โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค โอเค,686.02,688.65
สำเนาะแล้วแมวนะครับ,689.14,690.78
ไม่ว่าจะเป็นแชมพูนะครับ,691.38,693.25
เกียรติสมัยเวชสำคัญของน้องหมาน้องแมว,693.64,695.764
เนี่ยแล้วก็แชมพูน้องก้าวดับหนึ่งนะครับ,695.764,698.1
แล้วก็ไม่ว่าจะเป็นอาหารสุขภาพนะครับของเราเป็นเว็บโทรดัสที่,698.9,702.84
"ทั้ง P-Civative, Free-Gift, Gluten-Free, Grain-",703.27,706.6899999999999
"Free ที่ยังใส่ P-Bertig, Omega-3 นะครับ",706.6899999999999,710.1099999999999
ปัจจุบันเราก็ส่งออกไป 5 ประเทศนะครับ,710.53,713.35
แล้วก็ยังขึ้นเรียนอยู่อีกสองประเทศนะครับก็น่าจะ,713.89,716.98
ผลออกเลย ภายในซึ่งปีนี้อาจจะผลออกได้ทั้งหมด 7 ประเภทนะครับ,717.5,720.88
เดือนหน้าเราก็จะมีการไปออกบูที่,721.37,723.503
ยุโรป เราก็จะเปิดตลาดที่ยุโรปด้วยครับ,723.503,725.83
นะครับ อันนี้ก็อยู่ภายใต้บริษัทรวมทุนระหว่าง,727.58,730.41
Interformer แล้วก็,730.73,732.23
เอ่อ ออมเกณฑ์เอเชียนนะครับเอเชียนอะไรอ่ะ อันสุดนะครับ,732.88,736.38
เราถือหุ้นหกสิบเปอร์เซ็นต์นะครับห้องเย็นเอเชียร์เอ่อ,736.7,739.152
อาชีพอะไรอันนั้นถือหุ้นอยู่สี่สิบเปอร์เซ็นต์นะครับ,739.152,741.7800000000001
นี่ก็คือคำว่าเป็นทางสุขภาพแบบพกวงจร,742.64,745.2959999999999
แล้วก็คำว่าต้นน้ำยันไปน้ำเนี่ย,745.2959999999999,747.3389999999999
ปัจจุบันเราก็มีโรงงานอยู่ 2 โรง,747.72,749.855
งานนะครับ โดยเฉพาะโรงงานที่วิทยาเนี่ย,749.855,751.99
จะมีไทยหลับแผนที่,752.28,753.32
ในการวิจัยและก็พัฒนา,753.62,755.17
หลังจากนั้นก็จะมีการผลิตนะครับ,755.65,757.71
กิน modern format เราก็มีการพิจารณาพัฒนานะครับ พิจารณาเอาไปทำ,758.25,762.04
ยาทั่วไปนะครับ อาหารเสริม ไม่,762.33,764.433
ใช่น้ำมันบาด แล้วก็ไม่ใช่สำอาง,764.433,766.77
หลังจากนั้นเราก็จะผลิตนะครับปลาย,767.45,769.6070000000001
น้ำปัจจุบันเราก็มีร้านขยะนะครับ,769.6070000000001,771.9800000000001
แล้วก็มีโรงพยาบาลอยู่ 1 แห่งที่เราถึงรูป 50% นะครับ,772.31,775.72
นั่นแหละเราก็ขยายตัวอยู่เรื่อยๆนะครับ,776.36,778.52
พูดถึงกรณีโรงงานยุทยาปัจจุบัน,779.14,781.433
 แล้วก็จัดซื้อพอประสิทธิได้,781.433,783.309
มากขึ้นเรื่อยๆ จากการที่เราจะ,783.6,785.6650000000001
ไปคุยหาพาราวน์เลอร์ชิปเพิ่มนะครับ,785.6650000000001,787.96
ซึ่งก็ยังเป็น on-going process อยู่เรื่อย ๆ นะครับ,788.87,792.21
เพราะว่านักลงทุนหลายท่านก็มีได้ไปถึง,792.96,795.075
นะครับ ในแง่ของปลายน้ำเนี่ยปัจจุบันเนี่ย,795.075,797.19
นักฟอร์มเมอร์ซีนเราก็มีการขยายเพิ่มอีก 7,797.9,800.5699999999999
 สาขาในปีนี้ก็เป็น 27 สาขานะครับ,800.5699999999999,803.2399999999999
แล้วก็คิดว่าถึงสิ้นปีนะครับ เอาจริงๆแล้วเราสามสิบห้า,803.99,807.49
สาขาแต่น่าจะจบที่ประมาณสามสิบถึงสามสิบเอ็ดสาขา,807.49,810.99
เพราะว่าหลาย ๆ ที่เนี่ยก็จะอาจจะแลนด์,811.64,814.405
หลอดยังทำไม่เสร็จยังไม่ได้ส่งพื้นที่,814.405,817.17
แล้วก็เรื่องของการที่จะต้องได้รับ,817.74,820.416
ไป หรือยาทยา ก็ต้องใช้เวลาด้วยครับ,820.416,823.36
ในการยื่นของออยอย ในการเจ็บเกลือบหลายอย่าง,823.81,826.31
ครับ,826.94,827.54
อ๋อ,829.35,830.3
อันนี้ก็จะเป็นสาขาใหม่ๆนะครับที่เราจะ,831.12,834.08
เปิด ที่ต้องบอกนะครับที่เพิ่งเปิดไปนะครับเมื่อๆ,834.08,837.0400000000001
เมื่อวันทุกข์ ก็คือ,837.49,839.331
เมื่อวันที่ 27 จันทร์ยา,839.331,841.54
แต่ตอนนี้ก็เป็นสาขาที่น่าจะ 20 คน,842.1,845.11
นะครับ แล้วเป็นสัปดาห์ที่ 28 นะครับ,845.38,847.97
แล้วก็ยังมีสาขาใหม่ที่เราจะเกิดร่วมกับ,849.45,852.69
ทาง OR นะครับ หรือสถานีน้ำมันฟองตะท้อเนี่ย,852.69,855.9300000000001
ก็กำลังจะเปิดอีก 2 สังขารนะครับ ใน,856.55,859.155
เดือนหน้า น่าจะเปิดเดือนหน้าในตุลาคนะครับ,859.155,861.76
ก็จะเป็นสัปดาห์แฟล็กซิปของพระนครนะครับ,862.32,865.0899375
อยู่ที่ บทยุความดี 62 นะครับ,865.61,869.4599375
อันนี้จะเป็นศาสตร์ข่าวต้นแบบของศาสตร์อันนี้เรียกว่า Portofor,870.02,873.3
ก็เหมือนลักษณะคล้ายๆ ความสำเร็จที่มองนะครับ,873.71,875.82
อีกสาขานึงจะอยู่ที่เหล่าแทน,876.21,878.45
ก็แผนที่จะเปิดร่วมกันก็จะ,879.62,881.543
อยู่ประมาณ 12 ฝากขายต่อปีนะครับ,881.543,883.68
เราก็กำลังจะเสร็จ มีใช้ได้,884.52,887.24
